id,book,page,figure,figure_title,dcode,description,part_no,qty,model,remarks,fits,fits_why
EC-090-01,EC,90,2700A-2,DIFFERENTIAL,27 255,"PINION, DIFFERENTIAL",0221-27-255C,2,S & GS MODELS,,yes,S & GS models
EC-090-02,EC,90,2700A-2,DIFFERENTIAL,,,M020-27-255,4,GSL MODEL,,no,GSL model
EC-090-03,EC,90,2700A-2,DIFFERENTIAL,27 258,"PLATE, FRICTION",M020-27-258,4,GSL MODEL,,no,GSL model
EC-090-04,EC,90,2700A-2,DIFFERENTIAL,27 259B,"SPRING, CONICAL",M020-27-259,2,GSL MODEL,,no,GSL model
EC-090-05,EC,90,2700A-2,DIFFERENTIAL,27 261,"SHAFT, DIFFERENTIAL PINION",0305-27-261,1,S & GS MODELS,,yes,S & GS models
EC-090-06,EC,90,2700A-2,DIFFERENTIAL,,"SHAFT, DIFFERENTIAL",M020-27-261,1,GSL MODEL,,no,GSL model
EC-090-07,EC,90,2700A-2,DIFFERENTIAL,27 262,PIN,0114-27-262,1,S & GS MODELS,,yes,S & GS models
EC-090-08,EC,90,2700A-2,DIFFERENTIAL,27 265,"RING, PRESSURE",M020-27-265,2,GSL MODEL,,no,GSL model
EC-090-09,EC,90,2700A-2,DIFFERENTIAL,27 301A,"SCREW, ADJUST",0290-27-301,2,,,yes,
EC-090-10,EC,90,2700A-2,DIFFERENTIAL,27 302,"PLATE, LOCK",0290-27-302,2,,,yes,
EC-090-11,EC,90,2700A-2,DIFFERENTIAL,27 305,BEARING,0221-27-350,2,,,yes,
EC-090-12,EC,90,2700A-2,DIFFERENTIAL,27 401,SPACER,0223-27-401A,1,(T=3.08),,yes,selective thickness
EC-090-13,EC,90,2700A-2,DIFFERENTIAL,,,0223-27-402A,1,(T=3.11),,yes,selective thickness
EC-090-14,EC,90,2700A-2,DIFFERENTIAL,,,0223-27-403A,1,(T=3.14),,yes,selective thickness
EC-090-15,EC,90,2700A-2,DIFFERENTIAL,,,0223-27-404A,1,(T=3.17),,yes,selective thickness
EC-090-16,EC,90,2700A-2,DIFFERENTIAL,,,0223-27-405A,1,(T=3.20),,yes,selective thickness
EC-090-17,EC,90,2700A-2,DIFFERENTIAL,,,0223-27-406A,1,(T=3.23),,yes,selective thickness
EC-090-18,EC,90,2700A-2,DIFFERENTIAL,,,0223-27-407A,1,(T=3.26),,yes,selective thickness
EC-090-19,EC,90,2700A-2,DIFFERENTIAL,,,0223-27-408A,1,(T=3.29),,yes,selective thickness
EC-090-20,EC,90,2700A-2,DIFFERENTIAL,,,0223-27-409A,1,(T=3.32),,yes,selective thickness
EC-090-21,EC,90,2700A-2,DIFFERENTIAL,,,0223-27-411A,1,(T=3.35),,yes,selective thickness
EC-090-22,EC,90,2700A-2,DIFFERENTIAL,,,0223-27-412A,1,(T=3.38),,yes,selective thickness
EC-090-23,EC,90,2700A-2,DIFFERENTIAL,,,0223-27-413A,1,(T=3.41),,yes,selective thickness
EC-090-24,EC,90,2700A-2,DIFFERENTIAL,,,0223-27-414A,1,(T=3.44),,yes,selective thickness
EC-090-25,EC,90,2700A-2,DIFFERENTIAL,,,0223-27-415A,1,(T=3.47),,yes,selective thickness
EC-091-01,EC,91,2800A-1,REAR SUSPENSION,28 010A,"SPRING, COIL",8871-28-011B,2,,,yes,
EC-091-02,EC,91,2800A-1,REAR SUSPENSION,28 013A,"SHEET, RUBBER",8871-28-013B,2,,FB331 ..700001-700131,unclear,serial break FB331 700001-700131
EC-091-03,EC,91,2800A-1,REAR SUSPENSION,,<A>,8871-28-013C,2,,FB331 ..700132-,unclear,serial break FB331 700132-
EC-091-04,EC,91,2800A-1,REAR SUSPENSION,28 111,BOLT,0305-28-111B,8,,,yes,
EC-091-05,EC,91,2800A-1,REAR SUSPENSION,28 113A,BOLT,1243-28-111,2,,,yes,
EC-091-06,EC,91,2800A-1,REAR SUSPENSION,28 160A,"LINK (R), WATT",8871-28-160,1,,,yes,
EC-091-07,EC,91,2800A-1,REAR SUSPENSION,28 170A,"LINK (L), WATT",8871-28-170,1,,,yes,
EC-091-08,EC,91,2800A-1,REAR SUSPENSION,28 180A,"BRACKET, WATT LINK",8871-28-180,1,,,yes,
EC-091-09,EC,91,2800A-1,REAR SUSPENSION,28 200A,LINK,8871-28-200,2,,,yes,
EC-091-10,EC,91,2800A-1,REAR SUSPENSION,28 300B,"LINK, LOWER",8871-28-300A,2,,,yes,
EC-091-11,EC,91,2800A-1,REAR SUSPENSION,28 320B,"STOPPER, BUMP",8871-28-320,2,,,yes,
EC-091-12,EC,91,2800A-1,REAR SUSPENSION,28 700S,"DAMPER SET, REAR",FA01-99-281A,2,,,yes,
EC-091-13,EC,91,2800A-1,REAR SUSPENSION,28 775,"BUSHING, RUBBER",8871-28-775,4,,,yes,
EC-091-14,EC,91,2800A-1,REAR SUSPENSION,28 776,RETAINER,0223-28-776,4,,,yes,
EC-091-15,EC,91,2800A-1,REAR SUSPENSION,28 778,GROMMET,0259-28-778,2,,,yes,
EC-091-16,EC,91,2800A-1,REAR SUSPENSION,34 158B,WASHER,0866-34-158,1,,,yes,
EC-092-01,EC,92,2810A-1,STABILIZER,28 101,STABILIZER,8980-28-151,1,(16MM) (0.63 INCH) '81 MODEL THRU OCT. '80 PROD.,FB331 ..500001-510972,no,'81 model thru Oct '80
EC-092-02,EC,92,2810A-1,STABILIZER,,,8871-28-151A,1,(18MM) (0.71 INCH) '81 & '82 MODELS,,yes,'81 & '82 models
EC-092-03,EC,92,2810A-1,STABILIZER,,,FA01-28-151,1,(15MM) (0.59 INCH) '83 MODEL,FB331 ..501693-,no,'83 model
EC-092-04,EC,92,2810A-1,STABILIZER,28 102,"BUSHING, RUBBER",FA01-28-156,2,(FOR 15MM STABILIZER),FB331 ..501693-,no,for '83 15mm stabilizer
EC-092-05,EC,92,2810A-1,STABILIZER,,,8871-28-156,2,(FOR 18MM STABILIZER) '81 & '82 MODELS,,yes,'81 & '82 models
EC-092-06,EC,92,2810A-1,STABILIZER,,,,2,(FOR 17MM STABILIZER) '83 MODEL,,no,'83 model
EC-092-07,EC,92,2810A-1,STABILIZER,,,8980-28-156,2,(FOR 16MM STABILIZER) '81 MODEL,FB331 ..500001-510972,no,'81 model
EC-092-08,EC,92,2810A-1,STABILIZER,28 120,"BRACKET, CONTROL LINK",FA01-28-120A,2,'81 MODEL,FB331 ..507335-510972,no,'81 model
EC-092-09,EC,92,2810A-1,STABILIZER,,,FA01-28-120B,2,,FB331 ..510973-,unclear,serial break FB331 510973-
EC-092-10,EC,92,2810A-1,STABILIZER,,,8871-28-120B,2,'81 MODEL,FB331 ..500001-507334,no,'81 model
EC-092-11,EC,92,2810A-1,STABILIZER,28 155,"BRACKET, STABILIZER SUPPORT",FA01-28-155,2,,FB331 ..501693-,unclear,serial break FB331 501693-
EC-092-12,EC,92,2810A-1,STABILIZER,,,8871-28-155,2,'81 MODEL,FB331 ..500001-510972,no,'81 model
EC-092-13,EC,92,2810A-1,STABILIZER,28 157,"SPACER, STABILIZER",8871-28-157,2,,,yes,
EC-092-14,EC,92,2810A-1,STABILIZER,28 775A,"BUSHING, RUBBER-STABILIZER",0710-28-775,8,,,yes,
EC-092-15,EC,92,2810A-1,STABILIZER,28 776A,"RETAINER, STABILIZER",0710-28-776,8,,,yes,
EC-093-01,EC,93,3200A-1,STEERING WHEEL,32 018,TERMINAL,8532-32-018,1,(2-SPOKE USE) S MODEL,,no,S model
EC-093-02,EC,93,3200A-1,STEERING WHEEL,,,UA47-32-018,1,(4-SPOKE USE) GS & GSL MODELS,,yes,GS & GSL models
EC-093-03,EC,93,3200A-1,STEERING WHEEL,32 049,"COVER, WHEEL CORE",8532-32-049,1,(2-SPOKE USE) S MODEL,,no,S model
EC-093-04,EC,93,3200A-1,STEERING WHEEL,,BLACK,00,,,,no,colour of S model part
EC-093-05,EC,93,3200A-1,STEERING WHEEL,,,8871-32-049C,1,(4-SPOKE USE) GS & GSL MODELS,,yes,GS & GSL models
EC-093-06,EC,93,3200A-1,STEERING WHEEL,,,00,,,,yes,colour of GS part
EC-093-07,EC,93,3200A-1,STEERING WHEEL,32 740A,SET-SCREW,8532-32-740,1,(2-SPOKE USE) S MODEL,,no,S model
EC-093-08,EC,93,3200A-1,STEERING WHEEL,,,8871-32-740B,1,(4-SPOKE USE) GS & GSL MODELS,,yes,GS & GSL models
EC-093-09,EC,93,3200A-1,STEERING WHEEL,32 750A,SET-HORN,8532-32-750,1,(2-SPOKE USE) S MODEL,,no,S model
EC-093-10,EC,93,3200A-1,STEERING WHEEL,,,8871-32-750,1,(4-SPOKE USE) GS & GSL MODELS,,yes,GS & GSL models
EC-093-11,EC,93,3200A-1,STEERING WHEEL,32 800,"CAP, HORN",8531-32-800,1,(2-SPOKE USE) S MODEL,,no,S model
EC-093-12,EC,93,3200A-1,STEERING WHEEL,,BLACK,01,,,,no,colour of S model part
EC-093-13,EC,93,3200A-1,STEERING WHEEL,,,8871-32-800,1,(4-SPOKE USE) GS & GSL MODELS,,yes,GS & GSL models
EC-093-14,EC,93,3200A-1,STEERING WHEEL,,BLACK,01,,,,yes,colour of GS part
EC-093-15,EC,93,3200A-1,STEERING WHEEL,32 811,EMBLEM,8531-32-811,1,,,yes,
EC-093-16,EC,93,3200A-1,STEERING WHEEL,32 980,"BOSS, STEERING WHEEL",8180-32-980B,1,"(4-SPOKE, URETHNE) GS & GSL MODELS STANDARD",,yes,GS standard
EC-093-17,EC,93,3200A-1,STEERING WHEEL,,BLACK,00,,,,yes,colour of GS part
EC-093-18,EC,93,3200A-1,STEERING WHEEL,,,8344-32-980B,1,"(4-SPOKE, LEATHER) GS & GSL MODELS OPTIONAL",,unclear,GS optional leather wheel
EC-093-19,EC,93,3200A-1,STEERING WHEEL,,BLACK,00,,,,unclear,colour of optional part
EC-093-20,EC,93,3200A-1,STEERING WHEEL,,,8349-32-980,1,"(2-SPOKE, URETHANE) S MODEL",,no,S model
EC-093-21,EC,93,3200A-1,STEERING WHEEL,,BLACK,00,,,,no,colour of S model part
EC-093-22,EC,93,3200A-1,STEERING WHEEL,32 984,"SET, CUP",8532-32-964,1,(2-SPOKE USE) S MODEL,,no,S model
EC-093-23,EC,93,3200A-1,STEERING WHEEL,,,8871-32-984,1,(4-SPOKE USE) GS & GSL MODELS,,yes,GS & GSL models
EC-094-01,EC,94,3210A-1,STEERING GEAR & COLUMN,32 071,BUSHING,8182-32-071,1,'81 & '82 MODELS,FB331 ..500001-610823,unclear,serial break FB331 610823
EC-094-02,EC,94,3210A-1,STEERING GEAR & COLUMN,,,8182-32-071A,1,'82 MODEL,FB331 ..610824-652105,unclear,serial break FB331 610824-652105
EC-094-03,EC,94,3210A-1,STEERING GEAR & COLUMN,,,1244-32-071A,1,'82 & '83 MODEL,FB331 ..652106-,unclear,serial break FB331 652106-
EC-094-04,EC,94,3210A-1,STEERING GEAR & COLUMN,32 107,CLIP,8871-32-862,1,,,yes,
EC-094-05,EC,94,3210A-1,STEERING GEAR & COLUMN,32 110,"GEAR, STEERING",FA01-32-110,1,'81 MODEL,FB331 ..500001-525551,no,'81 model
EC-094-06,EC,94,3210A-1,STEERING GEAR & COLUMN,,,FA24-32-110B,1,'81 & '82 MODELS,FB331 ..525552-,yes,'81 & '82 models from 525552
EC-094-07,EC,94,3210A-1,STEERING GEAR & COLUMN,32 120,"HOUSING, GEAR",FA01-32-120,1,'81 MODEL,FB331 ..500001-525551,no,'81 model
EC-094-08,EC,94,3210A-1,STEERING GEAR & COLUMN,,,FA24-32-120,1,,FB331 ..525552-,yes,serial 525552- follows '81 range
EC-094-09,EC,94,3210A-1,STEERING GEAR & COLUMN,32 130,"BALL NUT, WORM",FA01-32-130,1,'81 MODEL,FB331 ..500001-525551,no,'81 model
EC-094-10,EC,94,3210A-1,STEERING GEAR & COLUMN,,,FA24-32-130,1,,FB331 ..525552-,yes,serial 525552- follows '81 range
EC-094-11,EC,94,3210A-1,STEERING GEAR & COLUMN,32 140A,"SHIM KIT, ADJUST",8180-32-140,1,,,yes,
EC-094-12,EC,94,3210A-1,STEERING GEAR & COLUMN,32 141,"SHAFT, SECTOR",FA01-32-141,1,'81 MODEL,FB331 ..500001-525551,no,'81 model
EC-094-13,EC,94,3210A-1,STEERING GEAR & COLUMN,,,FA24-32-141A,1,,FB331 ..525552-,yes,serial 525552- follows '81 range
EC-094-14,EC,94,3210A-1,STEERING GEAR & COLUMN,32 150,"COVER KIT, END",FA01-32-150,1,'81 MODEL,FB331 ..500001-525551,no,'81 model
EC-094-15,EC,94,3210A-1,STEERING GEAR & COLUMN,,,FA24-32-150,1,,FB331 ..525552-,yes,serial 525552- follows '81 range
EC-094-16,EC,94,3210A-1,STEERING GEAR & COLUMN,32 170A,"COVER KIT, SIDE",FA01-32-170,1,'81 MODEL,FB331 ..500001-525551,no,'81 model
EC-094-17,EC,94,3210A-1,STEERING GEAR & COLUMN,,,FA24-32-170,1,,FB331 ..525552-,yes,serial 525552- follows '81 range
EC-094-18,EC,94,3210A-1,STEERING GEAR & COLUMN,32 180A,SEAL KIT,8871-32-180,1,,,yes,
EC-094-19,EC,94,3210A-1,STEERING GEAR & COLUMN,32 182,BEARING,8871-32-182,2,,,yes,
EC-094-20,EC,94,3210A-1,STEERING GEAR & COLUMN,32 186,"BOLT, GEAR HOUSING",8173-32-359,3,,,yes,
EC-094-21,EC,94,3210A-1,STEERING GEAR & COLUMN,32 188,"SHIM, ADJUST",0208-32-188,2,,,yes,
EC-094-22,EC,94,3210A-1,STEERING GEAR & COLUMN,32 220,"ARM, PITMAN",1757-32-220,1,,,yes,
EC-094-23,EC,94,3210A-1,STEERING GEAR & COLUMN,32 278B,"SEAL, DUST-PITMAN",8545-32-278,1,,,yes,
EC-094-24,EC,94,3210A-1,STEERING GEAR & COLUMN,32 411,"COVER, DUST",8871-32-411,1,,,yes,
EC-094-25,EC,94,3210A-1,STEERING GEAR & COLUMN,32 412B,BUSHING,8871-32-412,1,,,yes,
EC-094-26,EC,94,3210A-1,STEERING GEAR & COLUMN,32 420A,"BRACKET, FIXING",FA01-32-420,1,'81 MODEL,FB331 ..500001-525551,no,'81 model
EC-094-27,EC,94,3210A-1,STEERING GEAR & COLUMN,,,FA24-32-?20,1,,FB331 ..525552-,yes,serial 525552- follows '81 range
EC-094-28,EC,94,3210A-1,STEERING GEAR & COLUMN,32 429,BOLT,8871-32-429A,4,,,yes,
EC-095-01,EC,95,3230A-1,STEERING LINKAGE,32 240S,"JOINT SET, BALL",8531-99-322A,2,,,yes,
EC-095-02,EC,95,3230A-1,STEERING LINKAGE,32 261,"LINKAGE, CENTER",8871-32-261,1,,,yes,
EC-095-03,EC,95,3230A-1,STEERING LINKAGE,32 279,"SEAL, DUST",8021-32-279,4,,,yes,
EC-095-04,EC,95,3230A-1,STEERING LINKAGE,32 279A,"SEAL, DUST",8?31-32-279,1,,,yes,
EC-095-05,EC,95,3230A-1,STEERING LINKAGE,32 280S,"JOINT SET, BALL",?021-99-324,2,,,yes,
EC-095-06,EC,95,3230A-1,STEERING LINKAGE,32 320,"ARM, IDLER",8871-32-320A,1,,,yes,
EC-095-07,EC,95,3230A-1,STEERING LINKAGE,,,,,,REFER TO RECALL CAMPAIGN NO 17510 FOR INFO REGARDING AFFECTED STATES,yes,
EC-095-08,EC,95,3230A-1,STEERING LINKAGE,32 329,BUSHING,1524-32-329B,2,,,yes,
EC-095-09,EC,95,3230A-1,STEERING LINKAGE,32 341,WASHER,0866-32-341,1,,,yes,
EC-095-10,EC,95,3230A-1,STEERING LINKAGE,32 365,"ROD, TIE",2113-32-365,2,,,yes,
EC-097-01,EC,97,3300A-1,FRONT AXLE & BRAKES,33 042,NUT,0259-33-042,2,,,yes,
EC-097-02,EC,97,3300A-1,FRONT AXLE & BRAKES,33 043,"WASHER, TAB",8531-33-043,2,,,yes,
EC-097-03,EC,97,3300A-1,FRONT AXLE & BRAKES,33 047,"BEARING, FRONT WHEEL",8545-33-047,2,,,yes,
EC-097-04,EC,97,3300A-1,FRONT AXLE & BRAKES,33 049,"COVER, SET",0259-33-049,2,,,yes,
EC-097-05,EC,97,3300A-1,FRONT AXLE & BRAKES,33 065,"SEAL, OIL",1312-33-065,2,,,yes,
EC-097-06,EC,97,3300A-1,FRONT AXLE & BRAKES,33 071,"CAP, HUB",0419-33-071,2,,,yes,
EC-097-07,EC,97,3300A-1,FRONT AXLE & BRAKES,33 075,"BEARING, FRONT WHEEL",B002-33-075,2,,,yes,
EC-097-08,EC,97,3300A-1,FRONT AXLE & BRAKES,33 251B,"PLATE, HUB/DISK",8871-33-251A,2,,,yes,
EC-097-09,EC,97,3300A-1,FRONT AXLE & BRAKES,33 260,"ADAPTER (R), MOUNTING",8871-33-260A,1,,,yes,
EC-097-10,EC,97,3300A-1,FRONT AXLE & BRAKES,,"ADAPTER (L), MOUNTING",8871-33-270A,1,,,yes,
EC-097-11,EC,97,3300A-1,FRONT AXLE & BRAKES,33 651,PISTON,8341-33-651,2,,,yes,
EC-097-12,EC,97,3300A-1,FRONT AXLE & BRAKES,,<A>,8341-33-651A,2,,,yes,
EC-097-13,EC,97,3300A-1,FRONT AXLE & BRAKES,33 691,"SCREW, BLEEDER",0233-33-691,2,,,yes,
EC-097-14,EC,97,3300A-1,FRONT AXLE & BRAKES,33 693,"CAP, RUBBER",0259-33-693,2,,,yes,
EC-097-15,EC,97,3300A-1,FRONT AXLE & BRAKES,33 698A,PIN,8341-33-699,2,,,yes,
EC-097-16,EC,97,3300A-1,FRONT AXLE & BRAKES,33 980,"BRAKE (R), CALIPER",FA57-33-980,1,,,yes,
EC-097-17,EC,97,3300A-1,FRONT AXLE & BRAKES,,"BRAKE (L), CALIPER",FA57-33-990,1,,,yes,
EC-097-18,EC,97,3300A-1,FRONT AXLE & BRAKES,49 240C,SEAL KIT,8341-49-240,1,,,yes,
EC-097-19,EC,97,3300A-1,FRONT AXLE & BRAKES,49 246C,GREASE,8341-49-270,1,,,yes,
EC-097-20,EC,97,3300A-1,FRONT AXLE & BRAKES,49 250B,BOOT KIT,8341-49-250,1,,,yes,
EC-097-21,EC,97,3300A-1,FRONT AXLE & BRAKES,49 280B,"PAD, SUB SET",8871-49-280A,1,,,yes,
EC-097-22,EC,97,3300A-1,FRONT AXLE & BRAKES,49 290B,ATTACHMENT-PAD,8341-49-290A,1,,,yes,
EC-098-01,EC,98,3400A-1,FRONT SUSPENSION,32 301A,"ARM (R), KNUCKLE",8871-32-301C,1,,,yes,
EC-098-02,EC,98,3400A-1,FRONT SUSPENSION,,"ARM (L), KNUCKLE",8871-32-311C,1,,,yes,
EC-098-03,EC,98,3400A-1,FRONT SUSPENSION,32 315A,"BOLT, STOPPER",0603-32-315,2,,,yes,
EC-098-04,EC,98,3400A-1,FRONT SUSPENSION,34 011B,"SPRING (R), COIL",F001-34-011A,1,,,yes,
EC-098-05,EC,98,3400A-1,FRONT SUSPENSION,,"SPRING (L), COIL",FA01-34-011A,1,,,yes,
EC-098-06,EC,98,3400A-1,FRONT SUSPENSION,34 012,"SHEET, RUBBER",FA01-34-012,2,,,yes,
EC-098-07,EC,98,3400A-1,FRONT SUSPENSION,34 013,"PLATE, ADJUST",1011-34-013,2,,,yes,
EC-098-08,EC,98,3400A-1,FRONT SUSPENSION,34 015,"COVER, DUST",FA01-34-015,2,,,yes,
EC-098-09,EC,98,3400A-1,FRONT SUSPENSION,34 019,"CAP, DAMPER",1011-34-019,2,,,yes,
EC-098-10,EC,98,3400A-1,FRONT SUSPENSION,34 111,"BUMPER, BOUND",8871-34-111A,2,,,yes,
EC-098-11,EC,98,3400A-1,FRONT SUSPENSION,34 159A,"STOPPER, STEERING",1243-34-159,2,,,yes,
EC-098-12,EC,98,3400A-1,FRONT SUSPENSION,34 340,"SHEET, SPRING-UPPER",FA01-34-340A,2,,,yes,
EC-098-13,EC,98,3400A-1,FRONT SUSPENSION,34 380,"BLOCK, MOUNTING",FA01-34-390A,2,,,yes,
EC-098-14,EC,98,3400A-1,FRONT SUSPENSION,34 384,SPACER,FA01-34-384,2,,,yes,
EC-098-15,EC,98,3400A-1,FRONT SUSPENSION,34 460,"BUSHING, ARM",8173-34-460B,2,,,yes,
EC-098-16,EC,98,3400A-1,FRONT SUSPENSION,34 565,"SEAL, DUST",8531-34-565,2,,,yes,
EC-098-17,EC,98,3400A-1,FRONT SUSPENSION,34 731,O-RING,8171-34-731,2,,,yes,
EC-098-18,EC,98,3400A-1,FRONT SUSPENSION,34 760S,"SF?, DAMPER",8171-34-970,2,,,yes,
EC-098-19,EC,98,3400A-1,FRONT SUSPENSION,34 910A,D?PER,FA01-34-910B,2,,,yes,
EC-098-20,EC,98,3400A-1,FRONT SUSPENSION,49 310A,ARM & BALL JOINT (R),8871-49-310,1,,,yes,
EC-098-21,EC,98,3400A-1,FRONT SUSPENSION,,ARM & BALL JOINT (L),8871-49-320,1,,,yes,
EC-098-22,EC,98,3400A-1,FRONT SUSPENSION,49 790,"DAMPER, SUB SET-FRONT",FA01-49-790,2,,,yes,
EC-099-01,EC,99,3410A-1,CROSS MEMBER & STABILIZER,34 131,"ROD, TENSION",8871-34-131A,2,,,yes,
EC-099-02,EC,99,3410A-1,CROSS MEMBER & STABILIZER,34 133A,"NUT, TENSION ROD",8871-34-133A,4,,,yes,
EC-099-03,EC,99,3410A-1,CROSS MEMBER & STABILIZER,34 134A,"BOLT, TENSION ROD",8871-34-134A,4,,,yes,
EC-099-04,EC,99,3410A-1,CROSS MEMBER & STABILIZER,34 135A,SPACER,8871-34-135A,2,,,yes,
EC-099-05,EC,99,3410A-1,CROSS MEMBER & STABILIZER,34 136,CUSHION,8871-34-136B,4,,,yes,
EC-099-06,EC,99,3410A-1,CROSS MEMBER & STABILIZER,34 137,RETAINER,8871-34-137A,4,,,yes,
EC-099-07,EC,99,3410A-1,CROSS MEMBER & STABILIZER,34 151,STABILIZER,8871-34-151,1,,,yes,
EC-099-08,EC,99,3410A-1,CROSS MEMBER & STABILIZER,34 152,PROTECTOR,8871-34-152,2,'81 & '82 MODELS,,yes,'81 & '82 models
EC-099-09,EC,99,3410A-1,CROSS MEMBER & STABILIZER,34 153A,"BUSHING, STABILIZER",1243-34-153,8,,,yes,
EC-099-10,EC,99,3410A-1,CROSS MEMBER & STABILIZER,34 155,"PLATE, STABILIZER",FA01-34-155,2,,,yes,
EC-099-11,EC,99,3410A-1,CROSS MEMBER & STABILIZER,34 156,BUSHING,8871-34-156A,2,,,yes,
EC-099-12,EC,99,3410A-1,CROSS MEMBER & STABILIZER,34 157A,"BOLT, STABILIZER",0603-34-157A,2,,,yes,
EC-099-13,EC,99,3410A-1,CROSS MEMBER & STABILIZER,34 158,"SPACER, STABILIZER",0603-34-158,2,,,yes,
EC-099-14,EC,99,3410A-1,CROSS MEMBER & STABILIZER,34 222,NUT,8871-34-222,4,,,yes,
EC-099-15,EC,99,3410A-1,CROSS MEMBER & STABILIZER,34 313,"BOLT, ARM",8001-28-114,2,,,yes,
EC-099-16,EC,99,3410A-1,CROSS MEMBER & STABILIZER,34 776C,RETAINER,0223-28-776,8,,,yes,
EC-099-17,EC,99,3410A-1,CROSS MEMBER & STABILIZER,34 800,"MEMBER, CROSS",8871-34-800C,1,,,yes,
EC-099-18,EC,99,3410A-1,CROSS MEMBER & STABILIZER,34 850A,"BRACKET (R), TENSION ROD",8871-34-850D,1,,,yes,
EC-099-19,EC,99,3410A-1,CROSS MEMBER & STABILIZER,,"BRACKET (L), TENSION ROD",8871-34-860D,1,,,yes,
EC-099-20,EC,99,3410A-1,CROSS MEMBER & STABILIZER,39 349A,"NUT, CROSS MEMBER",1391-39-349,4,,,yes,
EC-100-01,EC,100,3700A-1,TIRE & JACK,33 165,"BOLT, WHEEL SET",1029-33-165,16,(PLATED),,unclear,depends on wheel fitted
EC-100-02,EC,100,3700A-1,TIRE & JACK,,,8531-33-165,16,(PAINTED),,unclear,depends on wheel fitted
EC-100-03,EC,100,3700A-1,TIRE & JACK,,,FA46-33-165P-01,16,'83 MODEL LIMITED EDITION GS,,no,'83 Limited Edition GS
EC-100-04,EC,100,3700A-1,TIRE & JACK,37 160,"BOLT & KEY KIT, HUB",F001-86-260,1,"(FOR ALUM. WHEEL) GS, GSL MODELS",,unclear,alloy wheel only; wheel type unknown
EC-100-05,EC,100,3700A-1,TIRE & JACK,37 170,"CAP, WHEEL",G002-37-190,4,(FULL CAP) S MODEL,,no,S model
EC-100-06,EC,100,3700A-1,TIRE & JACK,37 190,"CAP, CENTER",8871-37-190,4,(FOR STD. WHEEL),,unclear,std wheel only; wheel type unknown
EC-100-07,EC,100,3700A-1,TIRE & JACK,37 192,EMBLEM,FA01-37-191,4,"(FOR ALUM. W/ CROSS DESIGN) '81 GSL '82 & '83 GS, GSL",,unclear,alloy cross-design wheel only
EC-100-08,EC,100,3700A-1,TIRE & JACK,,,8871-37-192,4,(FOR CENTER CAP),,unclear,std wheel center cap only
EC-100-09,EC,100,3700A-1,TIRE & JACK,,,GB23-37-190,4,'83 MODEL LIMITED EDITION GS,,no,'83 Limited Edition GS
EC-100-10,EC,100,3700A-1,TIRE & JACK,37 192A,"RUBBER, SET",8531-37-193C,4,(FOR CENTER CAP),,unclear,std wheel center cap only
EC-100-11,EC,100,3700A-1,TIRE & JACK,37 600,"WHEEL, DISC",9965-04-4050,1,(4-TX15)(MINI SPARE WHEEL),,yes,
EC-100-12,EC,100,3700A-1,TIRE & JACK,,,,,,REFER TO PARTS BULL. NO. T-2-1 FOR MORE INFO.,yes,
EC-100-13,EC,100,3700A-1,TIRE & JACK,,,FA01-89-376,4,"(ALUM. WHEEL)(CROSS DESIGN) '81 GSL '82 & '83 GS, GSL",,unclear,alloy cross-design wheel; wheel type unknown
EC-100-14,EC,100,3700A-1,TIRE & JACK,,,9965-38-503,4,(5JX13WDC DESIGN),,unclear,std steel wheel; wheel type unknown
EC-100-15,EC,100,3700A-1,TIRE & JACK,,SUNBEAM SILVER METALLIC,K3,,,,unclear,colour of wheel above
EC-100-16,EC,100,3700A-1,TIRE & JACK,,,FA46-89-376,4,(ALUM WHEEL) '83 MODEL LIMITED EDITION GS,,no,'83 Limited Edition GS
EC-100-17,EC,100,3700A-1,TIRE & JACK,37 600A,TIRE,0000-78-559,1,(FOR MINI SPARE WHEEL),,yes,
EC-100-18,EC,100,3700A-1,TIRE & JACK,,,,,,REFER TO ACC. BULL. NO. XE-1 FOR MORE INFO.,yes,
EC-100-19,EC,100,3700A-1,TIRE & JACK,,,0000-78-648,4,"(185/70HR-13, BLACK WALL)",,unclear,tyre option not known
EC-100-20,EC,100,3700A-1,TIRE & JACK,,,0000-78-6485,4,"(185/70HR-13, WHITE WALL)",,unclear,tyre option not known
EC-100-21,EC,100,3700A-1,TIRE & JACK,37 600C,"VALVE, AIR",9963-60-4130,5,(TR413),,yes,
EC-100-22,EC,100,3700A-1,TIRE & JACK,37 600E,"WEIGHT, BALANCING",9965-53-0010,5,(10G),,yes,
EC-100-23,EC,100,3700A-1,TIRE & JACK,,,9965-53-0015,5,(15G),,yes,
EC-100-24,EC,100,3700A-1,TIRE & JACK,,,9965-53-0020,5,(20G),,yes,
EC-100-25,EC,100,3700A-1,TIRE & JACK,,,9965-53-0025,5,(25G),,yes,
EC-100-26,EC,100,3700A-1,TIRE & JACK,,,9965-53-0030,5,(30G),,yes,
EC-100-27,EC,100,3700A-1,TIRE & JACK,,,9965-53-0035,5,(35G),,yes,
EC-100-28,EC,100,3700A-1,TIRE & JACK,,,9965-53-0040,5,(40G),,yes,
EC-100-29,EC,100,3700A-1,TIRE & JACK,,,9965-53-0045,5,(45G),,yes,
EC-101-01,EC,101,3700A-2,TIRE & JACK,37 600E (CONT'D),,9965-53-0050,5,(50G),,yes,
